MonitoringLocationIdentifier,State,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure
MTVOLWQM_WQX-CLARKSFK-CHANCE,Montana,"Clarks Fork Yellowstone River near headwaters, at Chance Rd crossing",Stream,45.028267,-109.060581
MTVOLWQM_WQX-CLARKSFK-EBRIDGER,Montana,Clarks Fork Yellowstone River at East Bridger Bridge,Stream,45.296034,-108.899125
MTVOLWQM_WQX-CLARKSFK-EDGAR,Montana,Clarks Fork Yellowstone River at East Pryor Bridge,Stream,45.464303,-108.84145
MTVOLWQM_WQX-CLARKSFK-FROMBERG,Montana,Clarks Fork Yellowstone River at Fromberg Bridge,Stream,45.391632,-108.895102
MTVOLWQM_WQX-CLARKSFK-LAUREL,Montana,Yellowstone River at Laurel Bridge,Stream,45.654267,-108.757217
MTVOLWQM_WQX-CLARKSFK-NBELFRY,Montana,Clarks Fork Yellowstone River at first HWY 310 bridge north of Belfry,Stream,45.15741,-109.00937
MTVOLWQM_WQX-CLARKSFK-SCHANCE,Montana,Clarks Fork Yellowstone River above Sand Coulee,Stream,45.01152,-109.0622
MTVOLWQM_WQX-CLARKSFK-SILESIA,Montana,Clarks Fork Yellowstone River at Cottonwood Road Bridge,Stream,45.556875,-108.825331
MTVOLWQM_WQX-RAT_GRE,Montana,Rattlesnake at Greenough Park,Stream,46.879276,-113.974533
MTVOLWQM_WQX-CLCR,Montana,Clear Creek,Stream,45.3737,-109.1462
MTVOLWQM_WQX-CLEARWATER_1,Montana,Clearwater Lake Deep,Lake,47.384863,-113.559611
MTVOLWQM_WQX-CLEARWATERR_1,Montana,Clearwater River at mouth at Hwy 200 E,Stream,47,-113.382
MTVOLWQM_WQX-CLEARWATERR_10,Montana,Clearwater River at Hwy 83 above Rainy Lake,Stream,47.347,-113.588
MTVOLWQM_WQX-CLEARWR_1,Montana,Clearwater River at Riverview/Dogtown Bridge,Lake,47.165934,-113.490619
MTVOLWQM_WQX-CLT,Montana,Colt Creek,Stream,47.32857,-113.59657
MTVOLWQM_WQX-CMP,Montana,Camp Creek,Stream,47.27176,-113.55724
MTVOLWQM_WQX-CRR,Montana,Clearwater River at Riverview Rd,Stream,47.16552,-113.4907
MTVOLWQM_WQX-DC,Montana,Deep Creek - on BLM land,Stream,45.903339,-113.110046
MTVOLWQM_WQX-DEE_DEE,Montana,Deer Creek at Deer Creek Rd,Stream,46.856425,-113.882955
MTVOLWQM_WQX-DEE_PAT,Montana,Deer Creek at Pattee Canyon Rd,Stream,46.819584,-113.908581
MTVOLWQM_WQX-DER,Montana,Deer Creek,Stream,47.21035,-113.54176
MTVOLWQM_WQX-DON_EMU,Montana,Donovan on East Mullan Road,Stream,46.802814,-113.775885
MTVOLWQM_WQX-EFC,Montana,"Clearwater River, East Fork",Stream,47.34684,-113.58779
MTVOLWQM_WQX-EFYAAKR,Montana,East Fork Yaak River,Stream,48.95069,-115.61402
MTVOLWQM_WQX-EIGHT-TBRD,Montana,Eight Mile Creek at Two Bumps Rd,Stream,45.31417,-111.80645
MTVOLWQM_WQX-EL-EAST,Montana,North Burnt Fork Creek upstream of irrigation supply ditch on private property,Stream,46.520945,-114.073058
MTVOLWQM_WQX-ELKMM_EK00,Montana,ELKHORN CREEK CROSSING,Stream,45.518726,-113.056141
MTVOLWQM_WQX-ELKMM_EK01,Montana,ELKHORN CREEK - CAMPSITE,Stream,45.51143,-113.05129
MTVOLWQM_WQX-ELKMM_EK05,Montana,ELKHORN CREEK - LODGEPOLE STAND,Stream,45.50709,-113.04869
MTVOLWQM_WQX-ELKMM_EK10,Montana,ELKHORN CREEK - PARKING LOT,Stream,45.50134,-113.04545
MTVOLWQM_WQX-ELKMM_EK16,Montana,ELKHORN CREEK-DOWNSTREAM LIMIT,Stream,45.49644,-113.04169
MTVOLWQM_WQX-ELKMM_EK17,Montana,ELKHORN CREEK-LOWER FLOODPLAIN,Stream,45.49593,-113.04109
MTVOLWQM_WQX-ELKMM_EK18,Montana,ELKHORN CREEK-BELOW MILL,Stream,45.49544,-113.04077
MTVOLWQM_WQX-ELKMM_EK19,Montana,ELKHORN CREEK-ABOVE MILL,Stream,45.49487,-113.04061
MTVOLWQM_WQX-ELKMM_EK20,Montana,ELKHORN CREEK-BELOW ASSAY HOUSE,Stream,45.49433,-113.04024
MTVOLWQM_WQX-ELKMM_EK21,Montana,ELKHORN CREEK-TOP OF RESTORED FLOODPLAIN,Stream,45.49383,-113.03991
MTVOLWQM_WQX-ELKMM_EK22,Montana,ELKHORN CREEK-BELOW ACCESS ROAD,Stream,45.49344,-113.0395
MTVOLWQM_WQX-ELKMM_EK23,Montana,ELKHORN CREEK-BELOW CULVERTS,Stream,45.49293,-113.03937
MTVOLWQM_WQX-ELKMM_EK24,Montana,ELKHORN CREEK-ABOVE DIVERSION,Stream,45.49242,-113.03898
MTVOLWQM_WQX-ELKMM_EK25,Montana,ELKHORN CREEK-ABOVE BRIDGE,Stream,45.4919,-113.03903
MTVOLWQM_WQX-ELKMM_EK26,Montana,ELKHORN CREEK-BELOW WASTE ROCK,Stream,45.49147,-113.0388
MTVOLWQM_WQX-ELKMM_EK27,Montana,ELKHORN CREEK-MIDDLE WASTE ROCK,Stream,45.4909,-113.03835
MTVOLWQM_WQX-ELKMM_EK28,Montana,ELKHORN CREEK-ABOVE WASTE ROCK,Stream,45.49034,-113.03779
MTVOLWQM_WQX-ELKMM_EK30,Montana,ELKHORN CREEK-UPSTREAM LIMIT,Stream,45.48962,-113.03737
MTVOLWQM_WQX-ELKMM_EKCON,Montana,ELKHORN CREEK - AT JACOBSON CONFLUENCE,Stream,45.526983,-113.062295
MTVOLWQM_WQX-ELKMM_GHC01,Montana,GRASSHOPPER CREEK,Stream,45.492336,-113.107221
MTVOLWQM_WQX-ELKMM_JC01,Montana,JACOBSON CREEK,Stream,45.533741,-113.08006
MTVOLWQM_WQX-ELKMM_PC01,Montana,UNNAMED CREEK NEAR PRIVATE CAMP,Stream,45.479141,-113.064774
MTVOLWQM_WQX-ELKMM_SLG01,Montana,ST LOUIS GULCH,Stream,45.482656,-113.064789
MTVOLWQM_WQX-ELKMM_UC01,Montana,UPPER CAMP,Stream,45.483868,-113.048164
MDEQ_WQ_WQX-Y05CNYRS01,Montana,Cooney Reservoir near dam,Lake,45.4475,-109.203056
MTVOLWQM_WQX-EL-WEST,Montana,North Burnt Fork Creek downstream of irrigation supply ditch on private property,Stream,46.521873,-114.073487
MTVOLWQM_WQX-ERBC-419,Montana,East Rosebud Cr at Highway 419,Stream,45.480487,-109.45364
MTVOLWQM_WQX-ERBC-R,Montana,"East Rosebud Cr at Roscoe, from East Rosebud Rd just east of Roscoe",Stream,45.349469,-109.495924
MTVOLWQM_WQX-FIN,Montana,Finley Creek,Stream,47.1334,-113.5901
MTVOLWQM_WQX-GRA-ELK,Montana,Grant Creek at International Drive,Stream,46.904694,-114.044418
MTVOLWQM_WQX-GRA_HIG,Montana,Grant Creek at Highlander Brewery,Stream,46.921307,-114.031136
MTVOLWQM_WQX-GAR1,Montana,Gardiner River near mouth,Stream,45.029,-110.7
MTVOLWQM_WQX-RAT-SAW,Montana,Rattlesnake Creek at Sawmill Gulch,Stream,46.923164,-113.961014
MTVOLWQM_WQX-GRA_OLD,Montana,Grant at Old Grant Cr Rd,Stream,46.947472,-114.014641
MTVOLWQM_WQX-OKE-WAL,Montana,O'Keefe Creek at Waldo Road and Tookie Trek,Stream,46.965115,-114.144814
MTVOLWQM_WQX-GRIZZLYC,Montana,Grizzly Creek,Stream,48.74422,-115.81929
MTVOLWQM_WQX-GRS,Montana,Grouse Creek,Stream,47.16216,-113.64738
MTVOLWQM_WQX-HAB-ACKLEYLK,Montana,"Ackley Lake near Hobson, MT",Lake,46.953071,-109.939309
MTVOLWQM_WQX-HAB-BAILEY,Montana,Bailey Reservoir near mouth,Lake,48.47221,-110.11827
MTVOLWQM_WQX-HAB-BAKEREAST,Montana,East side of Baker Lake,Lake,46.363997,-104.268459
MTVOLWQM_WQX-OKE-OKE,Montana,O'Keefe Creek at O'Keefe Creek Boulevard,Stream,46.986729,-114.125977
MTVOLWQM_WQX-HAB-BGHLRVMLRS,Montana,Big Hole River at Melrose,Stream,45.62887,-112.68393
MTVOLWQM_WQX-HAB-BIGHOLEDVD,Montana,Big Hole River below Divide,Stream,45.74042,-112.75527
MTVOLWQM_WQX-HAB-BRPW,Montana,Bearpaw Lake,Lake,48.3278,-109.6576
MTVOLWQM_WQX-HAB-BVRCKDM,Montana,"Beaver Creek Reservoir near dam, Lower Lake",Lake,48.4159,-109.7302
MTVOLWQM_WQX-HAB-C03NVDRS01,Montana,Nevada Lake at mid-lake (Reservoir),Lake,46.8,-112.796389
MTVOLWQM_WQX-HAB-C04CKFKR12,Montana,Clark Fork River upstream Grant Creek confluence,Stream,46.87286,-114.10024
MTVOLWQM_WQX-HAB-CFRB-12,Montana,Clark Fork River at Bonita,Stream,46.72166,-113.57643
MTVOLWQM_WQX-HAB-CFRBRMTH,Montana,Clark Fork River near Bearmouth,Stream,46.71698,-113.32163
MTVOLWQM_WQX-HAB-CFRDSDRUM,Montana,Clark Fork River downstream of Drummond,Stream,46.70137,-113.24187
MTVOLWQM_WQX-HAB-CFYDUCKCK,Montana,Canyon Ferry Reservoir near Duck Creek confluence,Lake,46.460103,-111.502546
MTVOLWQM_WQX-HAB-CFYESHR,Montana,Canyon Ferry Lake near East Shore Drive,Lake,46.6316,-111.6804
MTVOLWQM_WQX-HAB-CFYHELLGTE,Montana,Canyon Ferry Reservoir at Hellgate campground,Lake,46.608827,-111.665657
MTVOLWQM_WQX-HAB-CFYMAYHOOD,Montana,"Canyon Ferry Reservoir at Mayhood Way, near inlet",Lake,46.384729,-111.561314
MTVOLWQM_WQX-HAB-CFYSILOS,Montana,Canyon Ferry Reservoir near Silos Campground,Lake,46.41328,-111.57085
MTVOLWQM_WQX-HAB-CFYWHTERTH,Montana,Canyon Ferry Reservoir near White Earth Campground,Lake,46.52217,-111.58689
MTVOLWQM_WQX-HAB-CLRKCNYNRS,Montana,Clark Canyon Reservoir,Lake,44.97086,-112.87869
MTVOLWQM_WQX-HAB-CLRKCYNDAM,Montana,Boat launch near dam on Clarks Canyon Reservoir,Lake,44.9958,-112.86761
MTVOLWQM_WQX-HAB-COONEY,Montana,Cooney Reservoir,Lake,45.44348,-109.21967
MTVOLWQM_WQX-HAB-COW-BKB1,Montana,Unnamed tributary to Hedges Creek,Stream,48.094,-109.272
MTVOLWQM_WQX-HAB-COW-CCR1,Montana,Cow Creek downstream of reservoir,Stream,48.086585,-109.285784
MTVOLWQM_WQX-HAB-COW-CCR2,Montana,"Cow Creek Reservoir, north shore",Lake,48.087,-109.294
MTVOLWQM_WQX-HAB-DRYFORK,Montana,"Dry Fork Reservoir, on Battle Creek, north of Chinook",Lake,48.66509,-109.2237
MTVOLWQM_WQX-HAB-DRYGLCH,Montana,Dry Gulch pond,Lake,46.60949,-113.9787
MTVOLWQM_WQX-HAB-ELMO,Montana,Lake Elmo near Rogers Pier,Lake,45.83983,-108.47761
MTVOLWQM_WQX-HAB-ENNIS,Montana,Ennis Reservoir near dam,Lake,45.45159,-111.65785
MTVOLWQM_WQX-HAB-ENNISJORDN,Montana,Southwest Lake Ennis near Jordan Lane,Lake,45.424714,-111.709246
MTVOLWQM_WQX-HAB-FLTHDCMS,Montana,Flathead River North Fork near Camas Creek,Stream,48.6293,-114.1419
MTVOLWQM_WQX-HAB-FRNCHRS,Montana,Frenchman Reservoir near the dam,Lake,48.694422,-107.236677
MTVOLWQM_WQX-HAB-GLLTNPRTL,Montana,Gallatin River near Portal Creek confluence,Stream,45.31888,-111.18683
MTVOLWQM_WQX-HAB-GLNLAKE,Montana,"Glen Lake Rotary Park, also known as East Gallatin Recreation Area; pond",Lake,45.70296,-111.03685
MTVOLWQM_WQX-HAB-HARRISLKRD,Montana,Harrison Reservoir near Lake Road,Lake,45.70067,-111.704073
MTVOLWQM_WQX-HAB-HARRISON,Montana,Harrison Reservoir (aka Willow Creek Reservoir). Site near dam,Lake,45.7147,-111.70066
MTVOLWQM_WQX-HAB-HAUSDSSOUP,Montana,Hauser Reservoir downstream of Soup Creek,Lake,46.721446,-111.823953
MTVOLWQM_WQX-HAB-HBGNCRYSPG,Montana,"Hebgen Reservoir, Gralying Arm, near Corey Springs",Lake,44.802089,-111.173047
MTVOLWQM_WQX-HAB-HBGNE,Montana,"Hebgen Reservoir, east side, Grayling Arm",Lake,44.77971,-111.1679
MTVOLWQM_WQX-HAB-HBGNW,Montana,Hebgen Lake on west side arm near dam,Lake,44.8289,-111.295
MTVOLWQM_WQX-HAB-HERRINLK,Montana,"Herrin Lake, a private pond outside Lincoln, MT",Lake,46.920294,-112.688707
MTVOLWQM_WQX-HAB-HLNREGRES,Montana,Helena Regulating Reservoir,Lake,46.64272,-111.87987
MTVOLWQM_WQX-HAB-HLTERCLTER,Montana,Holter Reservoir near Coulter campground,Lake,46.863693,-111.9038
MTVOLWQM_WQX-HAB-HLTR,Montana,Holter Lake,Lake,46.9844,-111.9865
MTVOLWQM_WQX-HAB-HLTRBNDS,Montana,Holter Lake near s-shaped bend near dam,Lake,46.9365,-111.9763
MTVOLWQM_WQX-HAB-HLTRMANN,Montana,Holter Lake downstream of Mann Gulch,Lake,46.8807,-111.9185
MTVOLWQM_WQX-HAB-HMSTDSBD,Montana,Homestead subdivision pond,Lake,45.453358,-112.177471
MTVOLWQM_WQX-HAB-HOLTER,Montana,"Holter Reservoir d/s Willow cr, at Ming Bar",Lake,46.890002,-111.952404
MTVOLWQM_WQX-HAB-HOLTERLOG,Montana,Holter Reservoir at Log Gulch,Lake,46.960664,-111.945618
MTVOLWQM_WQX-HAB-HRSTERMITZ,Montana,Hauser Reservoir at Stermitz Road,Lake,46.668905,-111.82034
MTVOLWQM_WQX-HAB-HSRCSWY,Montana,Hauser Reservoir at the causeway,Lake,46.702636,-111.901666
MTVOLWQM_WQX-HAB-HSRDAM,Montana,Hauser Reservoir near the dam,Lake,46.755393,-111.886277
MTVOLWQM_WQX-HAB-HSRDVLELBW,Montana,Hauser Reservoir near Devil's Elbow boat launch,Lake,46.6995,-111.80296
MTVOLWQM_WQX-HAB-HSRRES_HR03,Montana,Hauser Lake lower Causeway Arm,Lake,46.73539,-111.89065
MTVOLWQM_WQX-HAB-HSRRNBW,Montana,Hauser Lake near Rainbow Drive,Lake,46.7094,-111.8912
MTVOLWQM_WQX-HAB-HSRSOUP,Montana,"Hauser Lake downstream of York Bridge, near Soup Creek",Lake,46.7247,-111.813
MTVOLWQM_WQX-HAB-HSRYRKBRDG,Montana,Hauser Lake at York Road Bridge,Lake,46.7124,-111.8042
MTVOLWQM_WQX-HAB-HYLT,Montana,Hyalite Reservoir,Lake,45.4869,-110.9767
MTVOLWQM_WQX-HAB-HYRONIMUS,Montana,"Hyronimus Lake in Hamilton, MT",Lake,46.260563,-114.161808
MTVOLWQM_WQX-HAB-JEFF-01,Montana,Jefferson River downstream of Hwy 2 and at USGS gage,Stream,45.89764,-111.59402
MTVOLWQM_WQX-HAB-JEFS-01,Montana,"Jefferson Slough upstream Boulder River, upstream Hwy 2",Stream,45.868249,-111.954054
MTVOLWQM_WQX-HAB-KENDEDALK,Montana,Kendeda Lake Beach at the Gallatin County Regional Park,Lake,45.695175,-111.087572
MTVOLWQM_WQX-HAB-KOBAYASHI,Montana,Kobayashi Beach on Ennis Lake,Lake,45.448365,-111.672291
MTVOLWQM_WQX-HAB-LKHLNWMA,Montana,Lake Helena at Wildlife Management Area,Lake,46.701897,-111.957516
MTVOLWQM_WQX-HAB-M01CCYNR11,Montana,"Clark Canyon Reservior, east shore",Lake,44.989778,-112.854771
MTVOLWQM_WQX-HAB-M06ENISL05,Montana,Ennis Lake near North Meadow Creek inflow,Lake,45.4412,-111.7072
MTVOLWQM_WQX-HAB-M09LHLNC01,Montana,Lake Helena,Lake,46.693927,-111.931233
MTVOLWQM_WQX-HAB-M13WILRS01,Montana,Willow Creek Reservoir,Lake,47.5524,-112.4377
MTVOLWQM_WQX-HAB-M50MEDL01,Montana,Medicine Lake,Lake,48.4692,-104.4357
MTVOLWQM_WQX-HAB-MADGRYCLF,Montana,Madison River near Grey Cliff Road,Stream,45.695583,-111.519374
MTVOLWQM_WQX-HAB-MARTINSDLE,Montana,Martinsdale Reservoir,Lake,46.440731,-110.261231
MTVOLWQM_WQX-HAB-MARYRONAN,Montana,"Lake Mary Ronan, north shore",Lake,47.94379,-114.39639
MTVOLWQM_WQX-HAB-MYSTICSUBDIV,Montana,Mystic Heights subdivision pond,Lake,45.59798,-111.04354
MTVOLWQM_WQX-HAB-NELR-01,Montana,Nelson Reservoir lower site,Lake,48.5149,-107.53551
MTVOLWQM_WQX-HAB-NELR-03,Montana,Nelson Reservoir upper site,Lake,48.4894,-107.55555
MTVOLWQM_WQX-HAB-NOXKIRBY,Montana,Noxon Reservoir near Kirby boat ramp,Lake,47.813727,-115.52454
MTVOLWQM_WQX-HAB-NOXVERM,Montana,Noxon Reservoir near the mouth of the Vermillion River,Lake,47.826055,-115.546031
MTVOLWQM_WQX-HAB-NVDAM,Montana,Nevada Reservoir near the dam,Lake,46.80276,-112.81026
MTVOLWQM_WQX-HAB-NXNLKSDLN,Montana,Noxon Reservoir near Lake Side Lane,Lake,47.8457,-115.5862
MTVOLWQM_WQX-HAB-PARK,Montana,"Park Lake outside of Helena, near campground",Lake,46.44591,-112.16941
MTVOLWQM_WQX-HAB-PKLYPRCK,Montana,Lake Helena Outlet at causeway,Lake,46.70271,-111.90189
MTVOLWQM_WQX-HAB-RUBYRES,Montana,Ruby Reservoir,Lake,45.22452,-112.12349
MTVOLWQM_WQX-HAB-SALMON,Montana,Salmon Lake near State Park Boat launch,Lake,47.08797,-113.39593
MTVOLWQM_WQX-HAB-SLYBIGLRCH,Montana,Seeley Lake near Big Larch Campground,Lake,47.192983,-113.505795
MTVOLWQM_WQX-HAB-SLYTMRCK,Montana,Seeley Lake at Tamarck Resort,Lake,47.201958,-113.510337
MTVOLWQM_WQX-HAB-SUNSUB1,Montana,Sundance subdivision pond near beach,Lake,45.64103,-111.0334
MTVOLWQM_WQX-HAB-SUNSUB2,Montana,"Sundance subdivision, south of beach",Lake,45.64071,-111.03334
MTVOLWQM_WQX-HAB-SUNSUB3,Montana,"Sundance subdivision, near inlet",Lake,45.64042,-111.0333
MTVOLWQM_WQX-HAB-SUNSUB4,Montana,"Sundance subdivision, southeast end",Lake,45.64047,-111.03275
MTVOLWQM_WQX-HAB-SUNSUB5,Montana,"Sundance subdivision, east side",Lake,45.64099,-111.03257
MTVOLWQM_WQX-HAB-VALLEYWSUBDIV,Montana,Valley West subdivision pond in Bozeman,Lake,45.68272,-111.09947
MTVOLWQM_WQX-HAB-WILLOWDM,Montana,Willow Creek Reservoir near dam,Lake,45.714048,-111.69991
MTVOLWQM_WQX-OKE_93N,Montana,O'Keefe at 93N,Stream,47.005814,-114.125008
MTVOLWQM_WQX-HAY_93S,Montana,Hayes at Highway 93,Stream,46.813711,-114.094114
MTVOLWQM_WQX-HB-1,Montana,Beaverhead River near CC Dam,Stream,45.01794,-112.8391
MTVOLWQM_WQX-HB-2,Montana,Beaverhead River near CC Dam,Stream,45.01971,-112.84031
MTVOLWQM_WQX-HC-1,Montana,Herrig Creek upper,Stream,48.1817,-114.7374
MTVOLWQM_WQX-HC-2,Montana,Herrig Creek middle,Stream,48.158,-114.7205
MTVOLWQM_WQX-HOU_LAC,Montana,Houle Creek at Lackman Loop,Stream,47.061767,-114.276527
MTVOLWQM_WQX-HS-CNF,Montana,Hot Springs Creek near mouth,Stream,45.58614,-111.59436
MTVOLWQM_WQX-IC-BDY,Montana,Indian Creek at FS Boundary,Stream,45.103041,-111.56584
MTVOLWQM_WQX-SA2,Montana,SALMON2,Lake,47.097,-113.405
MTVOLWQM_WQX-INEZ_1,Montana,Lake Inez North Hole,Lake,47.28623,-113.56841
MTVOLWQM_WQX-INEZ_2,Montana,Lake Inez South Hole,Lake,47.27856,-113.56547
MTVOLWQM_WQX-INEZ_3,Montana,Lake Inez off Rana Drive upper W side of lake,Lake,47.287498,-113.57116
MTVOLWQM_WQX-INEZ_4,Montana,Lake Inez off Hwy 83 lower E side of lake,Lake,47.278491,-113.561261
MTVOLWQM_WQX-INEZ_5,Montana,Lake Inez off Helms Rd S end of lake,Lake,47.271475,-113.568658
MTVOLWQM_WQX-INEZ_6,Montana,Lake Inez at Boat Launch on N end of lake,Lake,47.294375,-113.568958
MTVOLWQM_WQX-BS1,Montana,Big Sky,Lake,47.116,-113.396
MTVOLWQM_WQX-JCP-CY,Montana,Jack Creek directly upstream from former USGS gaging station,Stream,45.3565,-111.585372
MTVOLWQM_WQX-JCP-JCR,Montana,Jack Creek less than 1 mile upstream of mouth (Madison River),Stream,45.375178,-111.693816
MTVOLWQM_WQX-JCP-SSR,Montana,Jack Creek downstream of resort development area,Stream,45.33113,-111.475842
MTVOLWQM_WQX-KOOTCG,Montana,Kootenai River - Kootenai Campground,Stream,48.55962,-115.97698
MTVOLWQM_WQX-LAPC,Montana,Lap Creek,Stream,48.88298,-115.66359
MTVOLWQM_WQX-LAV_EXP,Montana,Lavalle Creek at Expressway,Stream,46.935893,-114.102026
MTVOLWQM_WQX-LAV_LAV,Montana,Lavalle Creek at Lavalle Creek Road,Stream,46.973856,-114.07114
MTVOLWQM_WQX-LCL,Montana,Clearwater River outlet at Boy Scout Rd,Stream,47.18433,-113.51684
MTVOLWQM_WQX-LLC,Montana,Clearwater River at Wagon Wheel Way,Stream,47.1506,-113.48213
MTVOLWQM_WQX-LM1,Montana,North Burnt Fork Creek above walking path in Lee Metcalf Wildlife Refuge,Stream,46.539182,-114.094571
MTVOLWQM_WQX-LM2,Montana,North Burnt Fork Creek just upstream of Whitetail Golf Course,Stream,46.545435,-114.095648
MTVOLWQM_WQX-LM3,Montana,North Burnt Fork Creek just upstream of Barn Slough,Stream,46.553492,-114.097158
MTVOLWQM_WQX-LM4,Montana,North Burnt Fork Creek just upstream of confluence with Bitterroot River,Stream,46.555128,-114.097577
MTVOLWQM_WQX-LMR-CD,Montana,Donaldson Creek at mouth,Stream,47.94375,-114.399427
MTVOLWQM_WQX-LMR-CF,Montana,Freeland Creek at mouth,Stream,47.919281,-114.424815
MTVOLWQM_WQX-LMR-COR,Montana,Lake Mary Ronan-Cormorants,Lake,47.9245,-114.422183
MTVOLWQM_WQX-LMR-CR,Montana,Ronan Creek near inlet,Stream,47.904835,-114.381657
MTVOLWQM_WQX-LMR-EAST,Montana,Lake Mary Ronan East Location,Lake,47.93625,-114.39285
MTVOLWQM_WQX-LMR-WEST,Montana,Lake Mary Ronan West Location,Lake,47.92133,-114.40815
MTVOLWQM_WQX-LOL_DNR,Montana,Lolo Creek at Highway 93S,Stream,46.749361,-114.081991
MTVOLWQM_WQX-LOWYAAKR,Montana,Yaak River Outlet,Stream,48.56174,-115.97068
MTVOLWQM_WQX-MAD-ENNIS,Montana,Madison River mainstem,Stream,45.34536,-111.72374
MTVOLWQM_WQX-MAR_200,Montana,Marshall Creek Road Culvert,Stream,46.888584,-113.925663
MTVOLWQM_WQX-MAR_CUL,Montana,Marshall Creek at Hwy 200,Stream,46.906345,-113.926104
MTVOLWQM_WQX-MAR_SKI,Montana,Marshall Creek at Marshall Canyon Rd,Stream,46.92125,-113.9047
MTVOLWQM_WQX-MC-BRK,Montana,Moore Creek upper,Stream,45.338583,-111.737733
MTVOLWQM_WQX-MC-HOME,Montana,Moore Creek at Homestead,Stream,45.34949,-111.72999
MTVOLWQM_WQX-MC-MCRD,Montana,Moore Creek upstream of Moores Creek Road crossing,Stream,45.332921,-111.747695
MTVOLWQM_WQX-MC-POND,Montana,Moore Creek downstream of pond,Stream,45.335506,-111.768096
MTVOLWQM_WQX-MC-RST,Montana,Moore Creek downstream of restoration site on Goggins,Stream,45.361626,-111.728382
MTVOLWQM_WQX-MC-STATE,Montana,Moore Creek State Section,Stream,45.35294,-111.80338
MTVOLWQM_WQX-MEADOWC,Montana,Meadow Creek,Stream,48.78385,-115.92505
MTVOLWQM_WQX-MIC-DITCH,Montana,Mile Creek Ditch,Stream,44.762775,-111.448671
MTVOLWQM_WQX-MIDYAAKR,Montana,Middle Yaak River,Stream,48.80762,-115.90176
MTVOLWQM_WQX-MIL1,Montana,Mill Creek upstream East River Rd crossing,Stream,45.413,-110.649
MTVOLWQM_WQX-MIL_BEC,Montana,Mill Creek at Beckwith,Stream,47.014365,-114.228465
MTVOLWQM_WQX-MILE-TRHD,Montana,Mile Creek at Trailhead,Stream,44.76317,-111.44797
MTVOLWQM_WQX-MIL_FOR,Montana,Mill Creek at Mill Creek Trail,Stream,47.022445,-114.206001
MTVOLWQM_WQX-PL1,Montana,PLACID1,Lake,47.118,-113.521
MTVOLWQM_WQX-BOL,Montana,Boles Creek,Stream,47.119,-113.5489
MTVOLWQM_WQX-PL2,Montana,PLACID2,Lake,47.119,-113.504
MTVOLWQM_WQX-MIL_SGL,Montana,Miller Creek at Single Tree Park,Stream,46.781199,-113.995683
MTVOLWQM_WQX-SE1_DEEP,Montana,SEELEY1_Deep,Lake,47.175,-113.489
MTVOLWQM_WQX-MO_BEAVER,Montana,"Beaver Creek, DEQ ID MT41I002_030",Stream,46.48798,-111.67168
MTVOLWQM_WQX-MO_BIGSPRINGS,Montana,MO_BIGSPRINGS,Stream,46.18146,-111.4447
MTVOLWQM_WQX-MO_CASCADE,Montana,Missouri River at Cascade FAS,Stream,47.28062,-111.69113
MTVOLWQM_WQX-MO_CRAIG,Montana,Missouri River side channel upstream from Lone Tree FAS,Stream,47.05415,-111.96701
MTVOLWQM_WQX-MO_DEAR_DS,Montana,Missouri River downstream confluence with Dearborn River,Stream,47.12791,-111.9109
MTVOLWQM_WQX-MO_DEAR_US,Montana,Missouri River upstream confluence with Dearborn River,Stream,47.12819,-111.91174
MTVOLWQM_WQX-MO_DEEP,Montana,MO_DEEP,Stream,46.28603,-111.4996
MTVOLWQM_WQX-MO_DRYCREEK,Montana,MO_DRYCREEK,Stream,46.2436,-111.4509
MTVOLWQM_WQX-MO_GREYSON,Montana,MO_GREYSON,Stream,46.26329,-111.4842
MTVOLWQM_WQX-MO_HARDY,Montana,Missouri River upstream of Sheep Creek at Hardy Bridge,Stream,47.16781,-111.83366
MTVOLWQM_WQX-MO_LPPC_DS,Montana,Missouri River downstream confluence with Little Prickly Pear Creek,Stream,47.02345,-112.01523
MTVOLWQM_WQX-MO_LPPC_US,Montana,Missouri River upstream confluence with Little Prickly Pear Creek,Stream,47.02281,-112.01527
MTVOLWQM_WQX-MO_MAGPIE,Montana,MO_MAGPIE,Stream,46.6449,-111.6809
MTVOLWQM_WQX-MORRELLC-01,Montana,Morrell Creek at Airport Road Bridge,Stream,47.173221,-113.469291
MTVOLWQM_WQX-MORRELLC-03,Montana,Morrell Creek at Cottonwood Lakes Road,Stream,47.194163,-113.455685
MTVOLWQM_WQX-MORRELLC-04,Montana,"Morrell Creek at MT83 Bridge, near mouth",Stream,47.145885,-113.465302
MTVOLWQM_WQX-MO_SIXTEENMILE,Montana,MO_SIXTEENMILE,Stream,46.1066,-111.3966
MTVOLWQM_WQX-MO_SPRINGCR,Montana,MO_SPRINGCR,Stream,46.3885,-112.0306
MTVOLWQM_WQX-MO_TOWNSEND,Montana,MO_TOWNSEND,Stream,46.33527,-111.5325
MTVOLWQM_WQX-MTN,Montana,Mountain Creek at Stockings,Stream,47.17679,-113.42311
MTVOLWQM_WQX-NFBH,Montana,North Fork Big Hole - Near Wisdom,Stream,45.70503,-113.46013
MTVOLWQM_WQX-NFPL,Montana,"Placid Creek, North Fork",Stream,47.1744,-113.65852
