OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR07,Missouri River upstream of Big Bend FAS,River/Stream,Missouri River upstream of Big Bend FAS,10030102,,,,,47.4020200000,-111.3471600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR08,Missouri River near Morony Dam,River/Stream,Missouri River near Morony Dam,10030102,,,,,47.5858100000,-111.0605900000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR10,"Missouri River near Loma, MT",River/Stream,"Missouri River near Loma, MT",10030102,,,,,47.9146500000,-110.4979600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR11,Missouri River at Pelican Point FAS,River/Stream,Missouri River at Pelican Point FAS,10030102,,,,,47.1997200000,-111.7751300000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR12,Missouri River just upstream of Sun River confluence,River/Stream,Missouri River just upstream of Sun River confluence,10030102,,,,,47.4923800000,-111.3154000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR13,"Missouri River at Fort Benton, at USGS gage",River/Stream,"Missouri River at Fort Benton, at USGS gage",10030102,,,,,47.8174400000,-110.6669800000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR15,Missouri River at Central Avenue bridge in Great Falls,River/Stream,Missouri River at Central Avenue bridge in Great Falls,10030102,,,,,47.5083000000,-111.3094000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR16,Missouri River at White Bear FAS,River/Stream,Missouri River at White Bear FAS,10030102,,,,,47.4338420000,-111.2903440000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR17,Missouri River at Big Bend FAS,River/Stream,Missouri River at Big Bend FAS,10030102,,,,,47.3897500000,-111.3386000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR20,Missouri River at Mountain Palace FAS,River/Stream,Missouri River at Mountain Palace FAS,10030102,,,,,47.1625900000,-111.8237330000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR25,"Missouri River at Rivers Edge Trail, left side",River/Stream,"Missouri River at Rivers Edge Trail, left side",10030102,,,,,47.5216000000,-111.2733400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR35,Missouri River at Ryan Dam reservoir,River/Stream,Missouri River at Ryan Dam reservoir,10030102,,,,,47.5781100000,-111.0830900000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR38,Missouri River at Ryan Dam Tailrace,River/Stream,Missouri River at Ryan Dam Tailrace,10030102,,,,,47.5666200000,-111.1159700000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR40,Missouri River at upper reservoir (Ryan Dam),River/Stream,Missouri River at upper reservoir (Ryan Dam),10030102,,,,,47.5551300000,-111.1421700000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR41,Missouri River downstream Cochrane Dam Turbine Discharge,River/Stream,Missouri River downstream Cochrane Dam Turbine Discharge,10030102,,,,,47.5541300000,-111.1482600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR42,Missouri River below Whitmore Ravine,River/Stream,Missouri River below Whitmore Ravine,10030102,,,,,47.5399100000,-111.1858400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR43,Missouri River at Rainbow Dam Tailrace,River/Stream,Missouri River at Rainbow Dam Tailrace,10030102,,,,,47.5340500000,-111.1987900000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR45,Missouri River at North Mid Reservoir,River/Stream,Missouri River at North Mid Reservoir,10030102,,,,,47.5373400000,-111.2217700000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR47,Missouri River just downstream of Black Eagle Dam Tailrace,River/Stream,Missouri River just downstream of Black Eagle Dam Tailrace,10030102,,,,,47.5212800000,-111.2574900000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR50,Missouri River at mid Cochrane Reservoir,River/Stream,Missouri River at mid Cochrane Reservoir,10030102,,,,,47.5505500000,-111.1580000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR60,Missouri River at Fort Benton City Park,River/Stream,Missouri River at Fort Benton City Park,10030102,,,,,47.8200500000,-110.6640000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR75,Missouri River at Cascade Fishing Access,River/Stream,Missouri River at Cascade Fishing Access,10030102,,,,,47.2815600000,-111.6899100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12MISSR97,Missouri River just upstream Lone Tree Fishing Access,River/Stream,Missouri River just upstream Lone Tree Fishing Access,10030102,,,,,47.0563000000,-111.9674700000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,049,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M12WHTMR01,Whitmore Ravine at footpath bridge above mouth,River/Stream,Whitmore Ravine at footpath bridge above mouth,10030102,,,,,47.5388930000,-111.1849430000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M13BGCUC60,Big Coulee d/s Hwy 408 bridge,River/Stream,Big Coulee d/s Hwy 408 bridge,10030104,,,,,47.5790160000,-112.0681650000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,099,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M13ELKC05,Elk Creek on the Scherrer property,River/Stream,Elk Creek on the Scherrer property,10030104,,,,,47.5113670000,-112.3368640000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,049,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M13SUNR08,Sun River just above 6th Street Bridge,River/Stream,Sun River just above 6th Street Bridge,10030104,,,,,47.4913200000,-111.3298500000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,013,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M13SUNR64,Sun River below Pishkun Canal,River/Stream,Sun River below Pishkun Canal,10030104,,,,,47.6176400000,-112.6914600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,049,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M13SUNR66,Sun River below Diversion Lake,River/Stream,Sun River below Diversion Lake,10030104,,,,,47.6197300000,-112.6931100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,049,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M14SPRC01,Spring Creek at Choteau Park,River/Stream,Spring Creek at Choteau Park,10030205,,,,,47.8130560000,-112.1800000000,,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,30,099,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M15SUMTC03,Summit Creek at Summit Creek Trailhead,River/Stream,Summit Creek at Summit Creek Trailhead,10030201,,,,,48.3350800000,-113.3300300000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,035,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M16CBNKC06,Cut Bank Creek at mouth (Sullivan bridge),River/Stream,Cut Bank Creek at mouth (Sullivan bridge),10030201,,,,,48.4865000000,-112.2290500000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,035,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M17WILOC05,Willow Creek south of Galata,River/Stream,Willow Creek south of Galata,10030204,,,,,48.4624300000,-111.3662400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,101,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M18MARIR08,Marias River at Loma downstream of Loma Bridge,River/Stream,Marias River at Loma (Fixed Station Site) downstream of Loma Bridge on Hwy 87,10030203,,,,,47.9313890000,-110.5069440000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M18MARIR14,Marias River u/s Loma Hwy 87 bridge,River/Stream,Marias River u/s Loma Hwy 87 bridge,10030203,,,,,47.9319000000,-110.5080500000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,015,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M22BSPRC08,Big Spring Creek upstream of Hruska Fishing access,River/Stream,Big Spring Creek upstream of Hruska Fishing access,10040103,,,,,47.1119000000,-109.5016000000,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,30,027,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M22JUDMF01,Judith River Middle Fork near mouth,River/Stream,Judith River Middle Fork near mouth,10040103,,,,,46.8465000000,-110.2887000000,24000,,,Interpolation-Map,NAD83,,,,,,,US,30,045,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M22JUDMF02,Middle Fork Judith River 0.3 mi u/s of Judith Station Road,River/Stream,Middle Fork Judith River 0.3 mi u/s of Judith Station Road,10040103,,,,,46.8467200000,-110.2951000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,045,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M22JUDMF05,Middle Fork Judith River 0.5 mi d/s Lost Fork Judith River,River/Stream,Middle Fork Judith River 0.5 mi d/s Lost Fork Judith River,10040103,,,,,46.8411600000,-110.3696400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,045,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M22WMSPC40,Warm Spring Creek off Hwy 81,River/Stream,Warm Spring Creek off Hwy 81,10040103,,,,,47.2329300000,-109.5570800000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,027,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M23MISSR60,Missouri River near Judith Landing,River/Stream,Missouri River near Judith Landing,10040101,,,,,47.7229400000,-109.6929200000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,027,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M24MUSSR09,Musselshell River about 400 yards downstream Hwy 191 bridge,River/Stream,Musselshell River about 400 yards downstream Hwy 191 bridge,10040201,,,,,46.4289000000,-109.8377000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,107,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M24MUSSR10,Musselshell River at Selkirk Fishing Access,River/Stream,Musselshell River at Selkirk Fishing Access,10040201,,,,,46.4646300000,-110.2292900000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,107,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M24SELKW10,Selkirk Wetland inlet,Canal Irrigation,Selkirk Wetland inlet,10040201,,,,,46.4749450000,-110.2285350000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,107,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M25MUSSR05,"Musselshell River south of Roundup, MT",River/Stream,"Musselshell River south of Roundup, MT",10040202,,,,,46.4393000000,-108.5364000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,065,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M25MUSSR10,Musselshell River off of 4H Road,River/Stream,Musselshell River off of 4H Road,10040202,,,,,46.4414200000,-108.5337500000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,065,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M29LDRYC08,Little Dry Creek,River/Stream,Little Dry Creek between Big and Little Wild Horse Creeks on 462,10040106,,,,,47.3083700000,-106.3567700000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,033,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M31FTPKL30,Fort Peck Lake lower Dry Arm,Reservoir,Fort Peck Lake lower Dry Arm,10040104,,,,,47.8120000000,-106.3436900000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,033,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M31HARTC01,Hart Creek,River/Stream,Hart Creek,10040104,,,,,47.5670000000,-106.9656000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,033,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M31MISSR02,"Missouri River downstream Hwy 191 crossing, upstream from Armells Creek",River/Stream,"Missouri River downstream Hwy 191 crossing, upstream from Armells Creek",10040104,,,,,47.6236600000,-108.6780500000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,027,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M31SNAPC01,Snap Creek,River/Stream,Snap Creek,10040104,,,,,47.5566000000,-106.2923000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,033,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M35LODGC03,Lodge Creek East of North Chinook Reservoir,River/Stream,"Lodge Creek East of North Chinook Reservoir, just off BLM land",10050007,,,,,48.7734400000,-109.4045500000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,005,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M38WDYIC01,Woody Island Coulee,River/Stream,Woody Island Coulee,10050010,,,,,48.9225000000,-108.3807000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,005,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M39WHTWC34,Whitewater Creek at Hwy 191 crossing,River/Stream,Whitewater Creek at Hwy 191 crossing,10050011,,,,,48.8959700000,-107.8154000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,071,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M40FRMNC22,Frenchman Creek 3.5 mi above Reservoir,River/Stream,Frenchman Creek 3.5 mi above Reservoir,10050013,,,,,48.7515000000,-107.2053600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,105,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M41LARBC10,Larb Creek on Larb Cr Rd at Harb Trail,River/Stream,Larb Creek on Larb Cr Rd at Harb Trail,10050014,,,,,48.3024100000,-107.2865000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,105,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M42LCTWC03,Little Cottonwood Creek off Hwy 191,River/Stream,Little Cottonwood Creek off Hwy 191,10050004,,,,,48.5748600000,-107.7466800000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,071,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M43BITRC01,Bitter Creek just downstream of Chisolm Creek confluence,River/Stream,Bitter Creek just downstream of Chisolm Creek confluence; on BLM land 0.5 miles downstream of Chisolm Creek confluence.,10050015,,,,,48.6488890000,-106.9025000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,105,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M43ROCKC05,Rock Creek,River/Stream,Rock Creek,10050015,,,,,48.5861300000,-106.9980400000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,105,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M43ROCKC06,Rock Creek,River/Stream,Rock Creek,10050015,,,,,48.6541600000,-107.0325000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,105,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M43ROCKC07,Rock Creek at USGS gage near International Boundary,River/Stream,Rock Creek at USGS gage near International Boundary,10050015,,,,,48.9694000000,-106.8389000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,105,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M43WILOC02,Willow Creek about 3/4 mile downstream Eagles Nest Coulee,River/Stream,Willow Creek about 3/4 mile downstream Eagles Nest Coulee,10050015,,,,,48.5795400000,-106.9728100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,105,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M45MILKR21,Milk River S of Sullivan Park Rd near Glasgow,River/Stream,Milk River S of Sullivan Park Rd near Glasgow,10050012,,,,,48.1804300000,-106.6211000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,105,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M46POWFR01,Poplar River West Fork,River/Stream,Poplar River West Fork,10060004,,,,,48.8081000000,-106.0206000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,019,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M49MISSR03,Missouri River at Fort Peck dredge cuts,River/Stream,Missouri River at Fort Peck dredge cuts,10060001,,,,,48.0278000000,-106.4446600000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,105,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M50PNTWC02,Plentywood Creek west of Plentywood,River/Stream,Plentywood Creek west of Plentywood,10060006,,,,,48.7842400000,-104.6599200000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,091,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-M51MISSR01,Missouri River near Culbertson,River/Stream,Missouri River near Culbertson,10060005,,,,,48.1225000000,-104.4758330000,,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,30,083,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-REFRC1,Rock Creek,River/Stream,Rock Creek,10050015,,,,,48.8758330000,-106.8966670000,,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,30,105,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-REFWFPR,West Fork Poplar River,River/Stream,West Fork Poplar River,10060004,,,,,48.6969440000,-105.8319440000,,,,GPS Code (Pseudo Range) Differential,NAD27,,,,,,,US,30,019,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-S01SWTCC01,Swiftcurrent Creek,River/Stream,Swiftcurrent Creek (USGS changed HUC code; former Station ID S02SWTCC01.),09040001,,,,,48.7995000000,-113.6567000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,035,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-S02BELYR01,Belly River,River/Stream,Belly River (USGS changed HUC; former Station ID S01BELYR01.),09040002,,,,,48.9690000000,-113.6826000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,035,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-Y01BEARC04,Bear Creek near mouth,River/Stream,Bear Creek near mouth,10070001,,,,,45.0319400000,-110.6655600000,,,,Unknown,UNKWN,,,,,,,US,30,067,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-Y01GARDR01,Gardner River just above mouth,River/Stream,Gardner River just above mouth,10070001,,,,,45.0308330000,-110.6997220000,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-Y01YELSR01,Yellowstone River just downstream Gardner River,River/Stream,Yellowstone River just downstream Gardner River,10070001,,,,,45.0299400000,-110.7012100000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-Y01YELSR03,Yellowstone River at Bear Creek confluence,River/Stream,Yellowstone River at Bear Creek confluence,10070001,,,,,45.0310300000,-110.6654200000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-Y01YELSR90,Yellowstone River at Queen of the Waters FAS,River/Stream,Yellowstone River at Queen of the Waters FAS,10070001,,,,,45.0447400000,-110.7376900000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-Y03BIGC01,Big Creek,River/Stream,Big Creek,10070002,,,,,45.3037000000,-110.9400000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-Y03BIGC02,Big Creek,River/Stream,Big Creek,10070002,,,,,45.2896000000,-110.9670000000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
MDEQ_WQ_WQX,Montana DEQ WQPB,MDEQ_WQ_WQX-Y03BLDWR40,West Boulder River at W Boulder Campground,River/Stream,West Boulder River at W Boulder Campground,10070002,,,,,45.5480900000,-110.3090200000,,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,,,,,,,US,30,067,,,,,,,,,,STORET
